Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,ByteCount,Label
94.23269163,UDP,192.168.1.234,192.168.1.7,15152,898,330,929729,Attack
34.65748726,TCP,192.168.1.77,192.168.1.109,5266,630,242,1093570,Normal
80.4142152,ICMP,192.168.1.231,192.168.1.30,33337,813,336,547562,Normal
41.71948591,UDP,192.168.1.236,192.168.1.22,13028,152,484,1161522,Normal
47.77747683,TCP,192.168.1.45,192.168.1.153,30171,465,92,1390928,Attack
73.68553976,UDP,192.168.1.225,192.168.1.122,60154,723,97,1197358,Attack
16.15135099,UDP,192.168.1.87,192.168.1.122,6368,161,573,850773,Normal
6.899719188,TCP,192.168.1.168,192.168.1.232,57302,579,171,826769,Normal
56.60135962,UDP,192.168.1.97,192.168.1.15,56164,628,833,1399622,Attack
20.95298676,UDP,192.168.1.27,192.168.1.181,28231,947,620,1077209,Normal
61.79383142,TCP,192.168.1.236,192.168.1.66,25079,424,790,1384690,Normal
57.66691618,UDP,192.168.1.172,192.168.1.190,6787,489,703,833564,Attack
27.41220623,TCP,192.168.1.47,192.168.1.70,50760,59,950,728611,Normal
88.73707442,ICMP,192.168.1.233,192.168.1.146,55196,811,780,945887,Normal
8.905947094,UDP,192.168.1.112,192.168.1.181,21971,672,358,92920,Normal
76.71951386,UDP,192.168.1.194,192.168.1.68,24130,46,608,380760,Normal
42.39556239,TCP,192.168.1.188,192.168.1.50,27595,630,268,1026425,Attack
54.51993915,UDP,192.168.1.254,192.168.1.68,35993,748,88,815318,Normal
90.5497796,UDP,192.168.1.205,192.168.1.244,3809,939,301,1119310,Attack
77.39192034,ICMP,192.168.1.82,192.168.1.226,50833,412,311,1420594,Normal
61.72651312,TCP,192.168.1.144,192.168.1.211,22048,648,229,54975,Attack
62.9903505,ICMP,192.168.1.152,192.168.1.141,18239,979,229,801358,Attack
20.33682024,TCP,192.168.1.97,192.168.1.119,21007,741,723,385593,Attack
82.01633054,ICMP,192.168.1.209,192.168.1.21,32269,944,244,1158319,Normal
84.87808836,ICMP,192.168.1.44,192.168.1.159,16226,223,748,684928,Attack
3.354821215,ICMP,192.168.1.80,192.168.1.94,41496,724,841,248557,Normal
3.762382945,TCP,192.168.1.65,,2773,307,490,146339,Attack
15.23218394,ICMP,192.168.1.80,192.168.1.26,37381,278,660,1187781,Attack
16.20896791,UDP,192.168.1.187,192.168.1.232,18595,170,760,838047,Attack
2.822944064,TCP,192.168.1.28,192.168.1.93,24397,755,59,1238285,Normal
7.113602503,TCP,192.168.1.132,192.168.1.103,16631,861,857,1274119,Attack
73.88140107,ICMP,192.168.1.146,192.168.1.228,50796,522,846,1414501,Normal
17.19828219,ICMP,192.168.1.51,192.168.1.17,58328,429,909,49387,Normal
50.38775626,UDP,192.168.1.89,192.168.1.61,38047,556,133,362138,Normal
84.97634145,UDP,192.168.1.50,192.168.1.89,52175,644,148,970796,Normal
97.11758693,TCP,192.168.1.11,192.168.1.30,40796,153,851,251896,Normal
29.29403052,TCP,192.168.1.82,192.168.1.138,20201,574,123,535056,Normal
5.249971986,UDP,192.168.1.226,192.168.1.226,39073,309,670,619356,Attack
8.21046296,ICMP,192.168.1.141,192.168.1.8,15774,317,190,913540,Attack
85.68415222,TCP,192.168.1.249,192.168.1.112,34464,116,718,684078,Normal
52.83618483,ICMP,192.168.1.19,192.168.1.227,57757,372,356,238221,Attack
99.10897207,ICMP,192.168.1.62,192.168.1.173,13291,554,982,223527,Attack
68.64824003,ICMP,192.168.1.92,192.168.1.142,53047,522,991,1136051,Normal
49.39469585,TCP,192.168.1.127,192.168.1.96,23450,555,759,673560,Normal
71.79385696,UDP,192.168.1.118,192.168.1.128,2308,566,836,151205,Normal
80.18233736,UDP,192.168.1.138,192.168.1.229,64707,137,243,1312535,Attack
91.22242911,TCP,192.168.1.115,192.168.1.195,20872,465,671,1344663,Normal
65.64311674,ICMP,192.168.1.63,192.168.1.235,35716,432,484,813904,Normal
81.79139987,UDP,192.168.1.156,192.168.1.152,18726,756,993,163446,Normal
,ICMP,192.168.1.229,192.168.1.169,55165,883,471,357358,Attack
77.44046569,TCP,192.168.1.198,192.168.1.97,60548,373,904,552039,Attack
68.4569909,TCP,192.168.1.36,192.168.1.94,43433,885,473,710949,Attack
43.08946366,TCP,192.168.1.233,192.168.1.23,36835,637,400,1188654,Normal
41.39835529,ICMP,192.168.1.247,192.168.1.113,16576,886,37,1419841,Normal
87.84809385,ICMP,192.168.1.44,192.168.1.175,13905,35,777,1319322,Attack
58.31859647,TCP,192.168.1.225,192.168.1.53,58500,569,376,1487237,Normal
25.72702067,UDP,192.168.1.177,192.168.1.189,8990,882,541,1237535,Normal
73.31483132,ICMP,192.168.1.3,192.168.1.121,50662,226,385,1418714,Attack
83.88978686,UDP,192.168.1.176,192.168.1.206,26060,392,47,425054,Attack
43.69818538,UDP,192.168.1.74,192.168.1.20,51572,463,878,1242495,Attack
92.29654968,ICMP,192.168.1.151,192.168.1.137,25915,804,379,1114447,Attack
23.07477839,UDP,192.168.1.241,192.168.1.97,15234,963,659,1442426,Normal
53.46395211,TCP,192.168.1.159,192.168.1.119,45226,751,619,982395,Attack
50.87537882,TCP,192.168.1.182,192.168.1.247,44549,692,684,260540,Attack
20.93871112,TCP,192.168.1.234,192.168.1.246,29759,968,396,991336,Normal
46.61689758,UDP,192.168.1.254,192.168.1.69,38070,310,820,589507,Normal
55.87041509,ICMP,192.168.1.134,192.168.1.103,22913,941,672,1272665,Normal
22.15555535,UDP,192.168.1.3,192.168.1.133,22488,511,353,1041881,Attack
92.22118651,UDP,192.168.1.44,192.168.1.208,65277,942,720,1046283,Normal
29.25555824,TCP,192.168.1.136,192.168.1.142,16888,483,889,230210,Normal
40.03846773,ICMP,192.168.1.177,192.168.1.54,52632,499,314,283216,Normal
29.9511362,ICMP,192.168.1.196,192.168.1.55,38490,185,715,3414,Normal
64.39222771,ICMP,192.168.1.204,192.168.1.242,14523,541,14,1262828,Normal
47.05414225,TCP,192.168.1.218,192.168.1.173,8544,382,240,354366,Normal
24.15605727,ICMP,192.168.1.41,192.168.1.116,55012,904,494,1060555,Attack
5.319592106,ICMP,192.168.1.125,192.168.1.207,42672,504,522,1349168,Attack
85.50345905,ICMP,192.168.1.110,192.168.1.136,32440,991,214,1029592,Normal
97.40130617,UDP,192.168.1.7,192.168.1.203,30658,918,82,16383,Normal
7.773001524,UDP,192.168.1.54,192.168.1.119,43314,93,826,1112701,Normal
54.74675628,UDP,192.168.1.136,192.168.1.75,36338,831,980,874294,Normal
85.32667459,ICMP,192.168.1.62,192.168.1.238,54740,918,187,627058,Attack
79.74566284,ICMP,192.168.1.98,192.168.1.158,26165,616,141,839600,Normal
28.9571397,UDP,192.168.1.200,192.168.1.116,57964,935,399,1058684,Normal
83.08724361,ICMP,192.168.1.117,192.168.1.147,7052,541,163,427665,Attack
33.43345379,TCP,192.168.1.57,192.168.1.16,52376,586,153,1265283,Attack
21.48865235,TCP,192.168.1.82,192.168.1.129,54459,221,48,1093318,Attack
20.45716109,TCP,192.168.1.198,192.168.1.251,10679,514,846,550979,Attack
70.79313385,UDP,192.168.1.61,192.168.1.27,22118,939,423,416810,Attack
53.2195789,TCP,192.168.1.190,192.168.1.47,40595,968,707,278902,Attack
72.63828734,ICMP,192.168.1.242,192.168.1.69,59766,1013,692,675325,
37.97455291,UDP,192.168.1.243,192.168.1.237,63701,423,673,132480,Normal
3.903303921,TCP,192.168.1.135,192.168.1.177,17970,785,157,1180111,Attack
8.397136983,UDP,192.168.1.44,192.168.1.170,56474,55,251,550103,Normal
3.757262911,UDP,192.168.1.214,192.168.1.159,15425,1018,635,133219,Normal
53.47441466,UDP,192.168.1.76,192.168.1.170,63410,338,290,1187542,Attack
24.51874568,ICMP,192.168.1.88,192.168.1.94,2063,900,311,155397,Normal
61.58291868,ICMP,192.168.1.209,192.168.1.214,11778,589,463,56579,Attack
22.81732652,TCP,192.168.1.107,192.168.1.174,6531,95,102,878259,Normal
20.715819,UDP,192.168.1.76,192.168.1.23,64717,683,494,1472356,Normal
31.88027799,ICMP,192.168.1.221,192.168.1.75,24826,236,159,286022,Normal
94.64747948,UDP,192.168.1.221,192.168.1.209,2989,412,669,797499,Normal
33.94698401,TCP,192.168.1.123,192.168.1.207,2732,88,428,145727,Attack
51.77663211,UDP,192.168.1.138,192.168.1.224,57337,208,230,1380278,Attack
64.93118578,TCP,192.168.1.164,192.168.1.61,28239,6,889,1080919,Attack
92.8720465,TCP,192.168.1.96,192.168.1.76,6489,692,112,20493,Attack
41.78375186,TCP,192.168.1.103,192.168.1.146,8319,395,746,31050,Attack
45.12183286,UDP,192.168.1.251,192.168.1.97,40203,831,329,1145214,Normal
96.80636124,ICMP,192.168.1.116,192.168.1.152,53684,766,145,21989,Normal
35.71828765,TCP,192.168.1.194,192.168.1.40,41673,133,566,45277,Normal
4.443259448,UDP,192.168.1.220,192.168.1.33,31683,39,6,1459916,Attack
41.09266378,ICMP,192.168.1.82,192.168.1.87,61331,199,580,643308,Attack
88.1499324,UDP,192.168.1.61,192.168.1.154,15368,36,99,453163,Attack
58.46134113,UDP,192.168.1.54,192.168.1.2,23905,777,670,1218143,Normal
15.20067032,TCP,192.168.1.11,192.168.1.21,55579,903,123,422059,Attack
59.830159,TCP,192.168.1.25,192.168.1.225,19843,123,971,1284621,Normal
60.82327431,UDP,192.168.1.243,192.168.1.78,8192,405,397,294386,Normal
76.12956023,UDP,192.168.1.173,192.168.1.38,39407,52,620,157318,Normal
11.98759973,TCP,192.168.1.124,192.168.1.61,33099,497,22,542684,Attack
58.87468783,ICMP,192.168.1.157,192.168.1.54,34988,404,228,1270784,Normal
34.07648876,ICMP,192.168.1.175,192.168.1.167,54376,572,818,481339,Normal
61.2685557,TCP,192.168.1.93,192.168.1.118,56522,345,570,1369953,Attack
13.71772312,TCP,192.168.1.96,192.168.1.10,12552,104,117,811944,Attack
93.9212518,ICMP,192.168.1.17,192.168.1.163,17328,171,116,183241,Normal
35.96253593,TCP,192.168.1.130,192.168.1.206,2390,153,777,778887,Attack
75.05746479,TCP,192.168.1.121,192.168.1.14,42927,527,64,685667,Normal
92.73404476,TCP,192.168.1.252,192.168.1.60,28339,145,604,354999,Attack
44.36985812,ICMP,192.168.1.255,192.168.1.30,59651,705,364,123391,Attack
4.682648705,ICMP,192.168.1.111,192.168.1.252,59025,486,179,659260,Attack
67.03413701,UDP,192.168.1.151,192.168.1.199,49543,188,630,92349,Normal
55.3191761,TCP,192.168.1.50,192.168.1.130,4849,698,915,1335899,Normal
38.09848933,UDP,192.168.1.248,192.168.1.164,24621,179,442,368322,Attack
54.09633256,ICMP,192.168.1.81,192.168.1.14,57756,116,385,169058,Attack
52.76557538,ICMP,192.168.1.125,192.168.1.76,36544,231,767,251477,Attack
34.67315472,TCP,192.168.1.110,192.168.1.4,50653,556,376,643915,Attack
75.87619381,ICMP,192.168.1.32,192.168.1.18,30301,94,639,1435306,Attack
0.020665329,UDP,192.168.1.159,192.168.1.90,37991,535,149,796058,Attack
35.2669254,ICMP,192.168.1.160,192.168.1.57,58644,596,958,963141,Attack
63.39892876,UDP,192.168.1.211,192.168.1.216,25079,66,363,806227,Attack
54.88418819,TCP,192.168.1.133,192.168.1.107,29068,226,947,459975,Attack
57.98795245,UDP,192.168.1.225,192.168.1.161,24798,169,132,133363,Attack
49.48839387,ICMP,192.168.1.120,192.168.1.67,49275,449,512,799661,Normal
35.87779326,ICMP,192.168.1.164,192.168.1.113,61984,586,250,274922,Normal
32.10352478,ICMP,192.168.1.79,192.168.1.156,48065,842,998,410880,Normal
98.47600658,TCP,192.168.1.100,192.168.1.101,5202,327,569,546384,Attack
24.38033877,UDP,192.168.1.219,192.168.1.196,4218,75,782,678756,Normal
17.8254374,ICMP,192.168.1.90,192.168.1.174,8438,786,490,123953,Attack
6.848420151,ICMP,192.168.1.34,192.168.1.72,48060,981,821,123208,Attack
47.68684741,UDP,192.168.1.198,192.168.1.207,41607,634,560,1231177,Attack
73.68205543,TCP,192.168.1.148,192.168.1.246,12173,466,602,756243,Attack
14.65283415,ICMP,192.168.1.210,192.168.1.180,54262,221,471,1296039,Normal
93.12113776,TCP,192.168.1.133,192.168.1.251,49591,679,113,114224,Normal
60.32143482,ICMP,192.168.1.104,192.168.1.27,48055,71,159,82515,Attack
5.915980131,UDP,192.168.1.119,192.168.1.66,16185,1013,662,725337,Attack
92.92448492,TCP,192.168.1.246,192.168.1.192,10942,534,320,531600,Attack
51.15462253,ICMP,192.168.1.106,192.168.1.59,41680,516,138,1323372,Attack
53.73466285,UDP,192.168.1.141,192.168.1.238,5196,650,527,1464823,Attack
10.73737289,TCP,192.168.1.197,192.168.1.217,22974,994,138,667768,Attack
84.48502719,ICMP,192.168.1.234,192.168.1.31,65132,788,64,381035,Normal
26.55237364,UDP,192.168.1.108,192.168.1.171,51942,846,538,1212378,Attack
44.56178424,TCP,192.168.1.125,192.168.1.255,11951,563,774,862870,Attack
40.76410415,TCP,192.168.1.107,192.168.1.30,12195,586,154,1383631,Normal
20.64958792,UDP,192.168.1.83,192.168.1.28,55162,72,90,1436845,Normal
21.09126403,UDP,192.168.1.75,192.168.1.100,53048,1022,530,1196744,Attack
85.74334833,ICMP,192.168.1.53,192.168.1.185,33250,566,827,991898,Normal
91.05263331,TCP,192.168.1.142,192.168.1.11,9638,503,552,268734,Attack
23.95139613,TCP,192.168.1.177,192.168.1.207,26783,404,220,1262134,Normal
20.27807724,ICMP,192.168.1.193,192.168.1.235,28375,86,127,1165508,Normal
34.05603522,TCP,192.168.1.132,192.168.1.16,50870,821,27,441173,Attack
77.66905853,TCP,192.168.1.62,192.168.1.137,28719,94,93,840055,Attack
50.31730844,ICMP,192.168.1.172,192.168.1.170,56858,602,750,1442028,Attack
47.12075377,ICMP,192.168.1.228,192.168.1.98,56145,788,106,278300,Normal
65.40647743,UDP,192.168.1.236,192.168.1.25,56187,979,632,659238,Attack
33.89656713,TCP,192.168.1.59,192.168.1.210,46069,406,515,1247039,Normal
44.08296001,ICMP,192.168.1.116,192.168.1.198,32329,42,775,1345171,Normal
21.78811459,ICMP,192.168.1.86,192.168.1.221,7568,723,561,629983,
69.30906855,UDP,192.168.1.248,192.168.1.168,19337,780,468,588245,Attack
65.42532719,TCP,192.168.1.240,192.168.1.180,,449,780,674685,Normal
42.66254783,TCP,192.168.1.26,192.168.1.228,33616,901,924,790393,Normal
71.67556537,UDP,192.168.1.98,192.168.1.101,2521,269,246,922189,Attack
70.87000539,ICMP,192.168.1.9,192.168.1.190,52320,1014,264,332469,Attack
59.8198225,TCP,192.168.1.143,192.168.1.130,62216,401,416,778516,Attack
72.98132767,UDP,192.168.1.200,192.168.1.46,27119,673,148,110735,Attack
19.85827744,ICMP,192.168.1.9,192.168.1.241,36065,640,943,28515,Attack
86.66373677,UDP,192.168.1.253,192.168.1.237,31337,180,802,505588,Normal
87.1370113,ICMP,192.168.1.249,192.168.1.248,40212,445,934,1425469,Attack
37.06287687,UDP,192.168.1.214,192.168.1.107,41662,1006,536,1272337,Attack
45.3984269,TCP,192.168.1.227,192.168.1.85,25066,293,118,1022793,Attack
99.45864908,UDP,192.168.1.227,192.168.1.101,47675,764,5,53523,Attack
73.54291579,UDP,192.168.1.218,192.168.1.56,17391,79,890,1238580,Attack
22.25901355,UDP,192.168.1.250,192.168.1.215,2622,155,820,358595,Attack
74.69519462,UDP,192.168.1.248,192.168.1.126,33036,632,352,211722,Attack
28.4964938,ICMP,192.168.1.212,192.168.1.241,38109,838,384,298457,Normal
57.50775363,ICMP,192.168.1.33,192.168.1.88,19530,765,43,72605,Normal
66.59200845,ICMP,192.168.1.74,192.168.1.223,36895,466,281,1352829,Attack
67.31571678,UDP,192.168.1.100,192.168.1.17,25905,41,802,768671,Normal
19.21631698,ICMP,192.168.1.221,192.168.1.124,53405,947,245,314739,Normal
10.12222194,TCP,192.168.1.178,192.168.1.179,7466,787,139,60061,Attack
82.1020529,TCP,192.168.1.243,192.168.1.138,10643,815,409,934414,Normal
15.38272633,UDP,192.168.1.57,192.168.1.26,53908,927,298,995581,Attack
9.399504563,TCP,192.168.1.240,192.168.1.246,29333,690,357,428084,Normal
85.76404003,ICMP,192.168.1.41,192.168.1.121,49834,658,756,212712,Normal
63.1143165,UDP,192.168.1.43,192.168.1.189,35707,766,817,511373,Normal
68.59117985,ICMP,192.168.1.7,192.168.1.7,62774,767,768,708516,Attack
13.78615386,TCP,192.168.1.57,192.168.1.131,50992,311,163,633125,Attack
94.06440189,TCP,192.168.1.222,192.168.1.90,39775,779,25,884815,Attack
97.43560984,ICMP,192.168.1.154,192.168.1.172,8026,394,252,1005740,Attack
65.12421329,ICMP,192.168.1.221,192.168.1.39,38689,428,136,615258,Normal
6.684481614,ICMP,192.168.1.249,192.168.1.227,9644,691,690,1200299,Attack
56.55446464,UDP,192.168.1.169,192.168.1.130,63154,649,604,1052424,Normal
46.19482998,,192.168.1.68,192.168.1.170,23590,568,871,1349788,Normal
74.56673449,TCP,192.168.1.33,192.168.1.203,21689,885,570,692501,Normal
32.38789815,TCP,192.168.1.113,192.168.1.132,42667,350,434,460315,Attack
90.68794323,TCP,192.168.1.169,192.168.1.26,13712,457,406,1348361,Normal
25.77309128,UDP,192.168.1.255,192.168.1.31,39754,514,,139929,Normal
21.02642906,TCP,192.168.1.102,192.168.1.122,53466,832,616,367529,Normal
4.80476953,ICMP,192.168.1.205,192.168.1.139,34795,791,407,269906,Normal
23.45188352,ICMP,192.168.1.1,192.168.1.243,50998,501,376,887423,Normal
82.88210079,TCP,192.168.1.42,192.168.1.96,31011,891,33,304237,Attack
60.07780213,UDP,192.168.1.102,192.168.1.139,47052,652,389,1338860,Attack
79.45489142,TCP,192.168.1.84,192.168.1.36,57212,215,651,1448409,Attack
67.12407698,TCP,192.168.1.23,192.168.1.169,52626,919,905,332315,Attack
92.26504697,ICMP,192.168.1.109,192.168.1.156,37465,715,229,1096204,Normal
86.48611165,TCP,192.168.1.170,192.168.1.60,46365,134,168,909234,Attack
61.17342106,UDP,192.168.1.180,192.168.1.227,50694,139,25,783100,Normal
65.72823207,TCP,192.168.1.165,192.168.1.227,64538,234,459,741854,Attack
96.14232745,TCP,192.168.1.140,192.168.1.206,48370,196,275,1429097,Normal
84.48643484,TCP,192.168.1.10,192.168.1.123,8375,879,858,169314,Attack
87.62375744,UDP,192.168.1.253,192.168.1.221,18369,620,148,397830,Normal
68.98914508,UDP,192.168.1.162,192.168.1.189,38909,551,265,1441771,Attack
70.25812149,ICMP,192.168.1.73,192.168.1.202,59982,750,374,554459,Normal
76.01066156,UDP,192.168.1.138,192.168.1.43,30250,981,422,1403219,Normal
6.197761748,TCP,192.168.1.192,192.168.1.23,14240,547,113,1084304,Normal
26.20239511,TCP,192.168.1.168,192.168.1.30,41158,631,598,860814,Attack
98.30170405,UDP,192.168.1.193,192.168.1.129,18574,620,896,938617,Normal
33.70152779,TCP,192.168.1.38,192.168.1.123,42389,927,340,2232,Attack
88.42958675,UDP,192.168.1.87,192.168.1.175,36250,980,912,772522,Normal
43.77420939,UDP,192.168.1.46,192.168.1.241,55528,653,873,520653,Attack
30.91913339,UDP,192.168.1.230,192.168.1.3,14014,350,309,1436779,Normal
86.73727604,ICMP,192.168.1.31,192.168.1.17,40955,441,893,447691,Attack
29.00751415,TCP,192.168.1.148,192.168.1.3,38076,928,343,861867,Attack
15.31786194,UDP,192.168.1.113,192.168.1.197,40445,689,816,283666,Normal
91.46819799,UDP,192.168.1.153,192.168.1.60,57252,524,535,577082,Normal
83.53850816,ICMP,192.168.1.232,192.168.1.35,45291,908,315,485753,Normal
75.38704861,ICMP,192.168.1.244,192.168.1.115,60783,619,189,712246,Normal
48.24633848,UDP,192.168.1.252,192.168.1.203,14799,1001,29,1455845,Attack
30.55043501,ICMP,192.168.1.75,192.168.1.183,58938,952,208,79270,Normal
5.431490909,ICMP,192.168.1.107,192.168.1.37,2322,406,195,1189990,Normal
48.99971119,TCP,192.168.1.67,192.168.1.180,42796,780,389,136020,Normal
50.16109208,UDP,192.168.1.41,192.168.1.171,42469,736,277,357907,Normal
11.27657675,ICMP,192.168.1.169,192.168.1.15,17744,913,439,889022,Attack
78.88643296,ICMP,192.168.1.235,192.168.1.253,38959,971,210,261803,Normal
59.31274827,UDP,192.168.1.90,192.168.1.208,12619,773,172,1169113,Attack
80.98520661,ICMP,192.168.1.106,192.168.1.30,35404,758,421,1452658,Normal
70.04588694,TCP,192.168.1.206,192.168.1.227,59989,86,504,747681,Normal
5.006440342,ICMP,192.168.1.159,192.168.1.249,46428,726,125,1287915,Normal
63.81199822,TCP,192.168.1.195,192.168.1.226,17868,768,577,1487560,Attack
71.13195473,UDP,192.168.1.19,192.168.1.176,56104,301,612,187729,Attack
26.64819042,TCP,192.168.1.241,192.168.1.105,23945,272,789,491850,Normal
98.6815838,ICMP,192.168.1.64,192.168.1.203,12101,130,194,724618,Normal
97.52130015,ICMP,192.168.1.56,192.168.1.84,23477,596,159,419326,Attack
55.45354579,TCP,192.168.1.214,192.168.1.126,57176,569,652,533501,Attack
91.61471931,TCP,192.168.1.207,192.168.1.124,56073,823,553,946745,Attack
71.42370956,TCP,192.168.1.25,192.168.1.87,54075,940,946,434325,Normal
39.07066638,TCP,192.168.1.204,192.168.1.50,12669,345,147,794507,Normal
55.88587394,UDP,192.168.1.17,192.168.1.43,36730,436,35,1044449,Attack
60.14576029,UDP,192.168.1.1,,46910,731,850,561408,Attack
53.32245643,UDP,192.168.1.5,192.168.1.106,46831,673,241,734311,Normal
76.92976477,UDP,192.168.1.14,192.168.1.4,4582,671,671,959807,Attack
4.634436898,TCP,192.168.1.64,192.168.1.135,51604,348,458,1169730,Attack
34.5000806,ICMP,192.168.1.165,192.168.1.158,52309,207,671,411962,Attack
98.3751932,ICMP,192.168.1.110,192.168.1.115,58092,844,977,636864,Normal
69.52779328,ICMP,192.168.1.168,192.168.1.90,11973,992,265,227453,Normal
3.562357845,ICMP,192.168.1.231,192.168.1.194,62478,734,509,290701,Attack
33.68639479,ICMP,192.168.1.249,192.168.1.245,31430,64,761,571493,Normal
49.37560014,ICMP,192.168.1.8,192.168.1.193,25222,513,695,595529,Attack
97.37577696,TCP,192.168.1.25,192.168.1.223,23166,195,978,106475,Attack
0.431734907,TCP,192.168.1.109,192.168.1.163,20201,807,210,720521,Attack
4.301130817,ICMP,192.168.1.11,192.168.1.230,13375,620,389,1052859,Attack
92.6464172,ICMP,192.168.1.252,192.168.1.129,63200,872,397,876507,Attack
57.83250917,TCP,192.168.1.158,192.168.1.237,45451,334,495,1081099,Attack
92.78936814,TCP,192.168.1.50,192.168.1.58,33062,41,456,494958,Attack
61.02110579,ICMP,192.168.1.175,192.168.1.62,16667,868,749,524478,
44.98738082,ICMP,192.168.1.244,192.168.1.154,10579,719,481,1177325,Attack
16.75979964,TCP,192.168.1.44,192.168.1.190,23746,475,536,1492518,Attack
84.20744684,UDP,192.168.1.146,192.168.1.144,55650,563,336,144968,Attack
51.55077425,UDP,192.168.1.49,192.168.1.96,21368,981,50,1181458,Attack
57.38530062,TCP,,192.168.1.249,29179,669,407,366099,Attack
76.32827525,TCP,192.168.1.67,192.168.1.148,52359,383,131,1317735,Attack
62.52862363,UDP,192.168.1.101,192.168.1.121,21840,359,748,1176557,Normal
72.70730577,UDP,192.168.1.254,192.168.1.188,36920,192,588,927616,Attack
89.49339116,ICMP,192.168.1.242,192.168.1.42,22423,199,140,1103207,Normal
29.42539264,TCP,192.168.1.165,192.168.1.72,13100,1004,863,1004207,Normal
83.3895737,TCP,192.168.1.196,192.168.1.157,36412,764,47,1304,Normal
72.95926933,UDP,192.168.1.88,192.168.1.16,5506,354,684,348680,Attack
15.52521191,TCP,192.168.1.65,192.168.1.45,16859,150,346,78627,Normal
95.65886123,TCP,192.168.1.143,192.168.1.19,18276,193,44,236537,Attack
57.04454894,TCP,192.168.1.195,192.168.1.254,63745,1001,704,781124,Attack
90.30486522,ICMP,192.168.1.102,192.168.1.135,33794,192,636,195312,Attack
64.24456251,ICMP,192.168.1.54,192.168.1.133,21150,263,587,769236,Attack
65.82958623,ICMP,192.168.1.159,192.168.1.66,40169,888,539,204557,Attack
81.25989695,ICMP,192.168.1.43,192.168.1.81,43357,81,466,1273308,Attack
71.57768512,UDP,192.168.1.76,192.168.1.179,15333,327,991,236967,Attack
73.33621907,ICMP,192.168.1.136,192.168.1.54,13980,748,381,1397858,Attack
99.14829371,TCP,192.168.1.163,192.168.1.150,10834,88,693,577918,Attack
58.59132105,TCP,192.168.1.217,192.168.1.77,3124,410,30,1125424,Attack
33.58692689,TCP,192.168.1.79,192.168.1.78,10016,419,588,594759,Attack
94.60613848,ICMP,192.168.1.62,192.168.1.38,1174,113,450,681277,Attack
35.9372793,ICMP,192.168.1.87,192.168.1.230,41226,82,573,1413676,Attack
53.63705605,TCP,192.168.1.231,192.168.1.144,46326,599,274,823874,Normal
87.82565327,UDP,192.168.1.69,192.168.1.46,15790,809,744,886093,Attack
70.09964523,ICMP,192.168.1.139,192.168.1.142,28742,39,834,657211,Normal
99.20793588,ICMP,192.168.1.161,192.168.1.249,44372,983,577,724194,Normal
91.6081241,ICMP,192.168.1.10,192.168.1.58,52955,986,638,990452,Attack
43.8558618,UDP,192.168.1.131,192.168.1.118,54175,53,514,304406,Normal
51.56894788,UDP,192.168.1.163,192.168.1.207,55399,156,255,1038164,Normal
46.71549946,ICMP,192.168.1.49,192.168.1.79,40197,887,396,274839,Normal
29.79481952,UDP,192.168.1.51,192.168.1.48,46761,999,343,912144,Normal
62.74464036,ICMP,192.168.1.102,192.168.1.193,64758,589,874,1193012,Attack
23.4219367,UDP,192.168.1.204,192.168.1.157,9536,453,470,1346220,Attack
90.18575171,UDP,192.168.1.120,192.168.1.69,53047,128,783,1329907,Normal
34.44183034,UDP,192.168.1.66,192.168.1.186,8574,579,921,1260190,Normal
86.35698183,ICMP,192.168.1.101,192.168.1.89,65039,356,480,1259710,Normal
38.49056993,ICMP,192.168.1.25,192.168.1.237,29255,533,215,230912,Attack
37.83407611,UDP,192.168.1.2,192.168.1.5,15506,1019,804,216044,Normal
87.11738983,ICMP,192.168.1.178,192.168.1.79,55778,642,5,1153626,Normal
90.75925278,UDP,192.168.1.2,192.168.1.98,38106,144,922,989864,Normal
90.34430714,ICMP,192.168.1.131,192.168.1.137,58746,931,96,654913,Attack
22.8810013,UDP,192.168.1.62,192.168.1.16,41334,466,988,551092,Attack
17.71975172,UDP,192.168.1.124,192.168.1.177,15080,710,93,294825,Attack
44.89899177,UDP,192.168.1.34,192.168.1.33,12599,520,534,136812,Normal
32.82868657,ICMP,192.168.1.235,192.168.1.76,56833,859,278,377669,Normal
1.724636081,UDP,192.168.1.18,192.168.1.131,25668,994,159,1285690,Attack
45.59526108,ICMP,192.168.1.12,192.168.1.57,16194,938,852,863585,Attack
60.80935802,TCP,192.168.1.252,192.168.1.51,60023,835,15,518869,Attack
5.258863963,ICMP,192.168.1.199,192.168.1.131,29278,657,169,1060134,Normal
92.15002177,UDP,192.168.1.203,192.168.1.206,30030,266,692,583599,Attack
3.327236199,UDP,192.168.1.195,192.168.1.169,11200,170,579,934422,Normal
37.97848146,TCP,192.168.1.135,192.168.1.85,49506,98,697,309677,Normal
6.607520428,TCP,192.168.1.146,192.168.1.31,19066,817,407,533340,Normal
15.56233403,TCP,192.168.1.133,192.168.1.129,22605,943,400,734766,Normal
54.432914,TCP,192.168.1.140,192.168.1.143,12257,314,16,352299,Attack
95.20142264,ICMP,192.168.1.11,192.168.1.243,3355,726,71,1227543,Attack
79.53988885,UDP,192.168.1.60,192.168.1.97,50606,226,760,203307,Normal
